mot	docs
mettre	['67068', '67383', '67386', '67388', '67389', '67554', '67795', '67800', '67937', '67938', '67938', '67939', '68273', '68273', '68276', '68279', '68279', '68281', '68383', '68383', '68639', '68882', '68882', '69183', '69533', '69536', '69536', '69537', '69538', '69541', '69811', '69813', '69813', '69813', '69816', '69818', '69818', '70161', '70162', '70164', '70166', '70167', '70420', '70422', '70425', '70425', '70753', '70753', '70914', '70919', '70920', '70922', '70923', '70923', '71357', '71358', '71363', '71614', '71617', '71618', '71621', '71836', '71836', '71836', '71838', '72114', '72114', '72116', '72392', '72395', '72396', '72397', '72632', '72634', '72933', '72933', '72934', '72936', '72939', '73185', '73434', '73434', '73435', '73876', '74167', '74169', '74173', '74450', '74450', '74450', '74452', '74452', '74455', '74745', '74746', '74748', '74749', '74750', '75065', '75065', '75067', '75459', '75459', '75462', '75464', '75789', '75791', '75792', '75793', '75794', '75795', '76210', '76213', '76213', '76508', '76510']
oeuvre	['67068', '68279', '68279', '68383', '68384', '68386', '69536', '69538', '69818', '70163', '70166', '70922', '71358', '71617', '71836', '71836', '72118', '72392', '72395', '73683', '73875', '74167', '74175', '74750', '75457', '75789', '75795']
technologie	['67068', '67388', '67390', '67553', '67553', '67554', '67554', '67554', '67554', '67554', '67557', '67557', '67796', '67797', '67797', '67945', '68273', '68273', '68273', '68276', '68281', '68283', '68638', '68640', '68881', '68881', '68884', '68885', '68885', '68885', '69177', '69179', '69179', '69180', '69534', '69811', '69814', '69814', '69815', '70161', '70168', '70421', '70426', '70751', '70753', '70914', '70915', '70916', '70918', '70918', '71359', '71359', '71612', '71614', '71614', '71614', '71619', '71838', '71839', '71839', '71839', '71839', '71840', '72113', '72113', '72113', '72113', '72113', '72113', '72113', '72113', '72115', '72116', '72117', '72117', '72118', '72118', '72392', '72393', '72393', '72397', '72399', '72629', '72633', '72633', '72633', '72633', '72934', '72934', '72935', '72935', '72938', '73182', '73182', '73182', '73182', '73182', '73182', '73182', '73182', '73182', '73182', '73182', '73182', '73182', '73182', '73182', '73185', '73431', '73435', '73436', '73686', '73691', '73876', '73876', '73876', '73876', '73878', '73878', '73879', '73879', '73879', '73879', '73884', '74167', '74167', '74167', '74168', '74168', '74174', '74451', '74454', '74456', '74456', '74744', '74745', '74745', '74745', '74745', '74746', '74747', '75064', '75065', '75067', '75067', '75067', '75067', '75069', '75457', '75457', '75457', '75457', '75457', '75457', '75457', '75457', '75461', '75461', '75461', '75789', '75789', '75792', '75795', '75796', '75796', '76207', '76207', '76207', '76208', '76209', '76210', '76508']
biomédical	['67068']
domotique	['67068', '75466']
etc	['67068', '67556', '69185', '70165', '70165', '72937', '73190', '73437', '74453', '76208', '76510']
aventure	['67068', '68881', '70421', '71835', '71835', '72114', '72629', '72629', '72631', '73183', '73434', '73434', '73683', '73683', '73875', '73875', '74168', '74450', '74450', '76207', '76509']
poursuit	['67068', '67388', '72629', '73434']
toujours	['67068', '67383', '67386', '67553', '67554', '67554', '67554', '67939', '68276', '68389', '68638', '68643', '69812', '69812', '70161', '70161', '70166', '70422', '70429', '71612', '71614', '71614', '72393', '72393', '72396', '72396', '72629', '72932', '72939', '73182', '73183', '73189', '73432', '73683', '73879', '74167', '74167', '74450', '74455', '74455', '74744', '74745', '74746', '75066', '75797', '76206', '76507', '76508']
cler	['67068', '67383', '67556', '67556', '68274', '71366', '72635', '73182', '74744']
notre	['67068', '67071', '67383', '67383', '67386', '67553', '67553', '67553', '67553', '67554', '67554', '67794', '67794', '67794', '67795', '67795', '67795', '67795', '67795', '67937', '67938', '67938', '67939', '68273', '68273', '68275', '68383', '68387', '68643', '68643', '68881', '68881', '68881', '68881', '69534', '69811', '69812', '69812', '69813', '70161', '70161', '70161', '70161', '70161', '70161', '70161', '70161', '70161', '70161', '70161', '70161', '70161', '70161', '70166', '70166', '70166', '70166', '70166', '70166', '70420', '70420', '70421', '70422', '70746', '70753', '71358', '71358', '71358', '71358', '71359', '71359', '71614', '71614', '71836', '72114', '72114', '72114', '72392', '72392', '72392', '72392', '72394', '72398', '72629', '72630', '72630', '72933', '72933', '72933', '72940', '73186', '73430', '73430', '73431', '73432', '73684', '73685', '73875', '73875', '73875', '73876', '73876', '73876', '73876', '73876', '73876', '73879', '73879', '74167', '74167', '74167', '74167', '74167', '74167', '74167', '74167', '74168', '74169', '74172', '74450', '74450', '74455', '74455', '74455', '74744', '74744', '74745', '74745', '74752', '75065', '75070', '75461', '75462', '75792', '75792', '75794', '76208', '76209', '76213', '76213', '76213', '76213', '76213', '76213', '76511']
réussite	['67068', '68275', '72392', '72396', '72937', '72937', '73434', '73434', '74167', '74744', '75457']
faut-il	['67068', '67553', '68383', '68882', '69534', '70425', '74449', '74455']
impérativement	['67068']
préserver	['67068', '67553', '67795', '68283', '68889', '69534', '69538', '70161', '71621', '72634', '73877', '76511', '76511']
conclut-il	['67068', '67071', '71621', '73184', '73875', '73876', '74169', '75789']
alimentation	['67071', '67071', '67071', '67385', '67555', '67794', '67795', '67798', '68279', '68279', '68279', '68387', '68387', '68388', '68882', '68882', '68882', '68882', '68882', '68882', '69534', '69534', '69537', '70428', '70749', '71357', '71617', '71842', '72396', '73184', '73685', '74172', '74449', '74449', '74449', '74449', '74449', '74749', '75069', '75793', '76206', '76209', '76209', '76209', '76209', '76209', '76209', '76213', '76511', '76511', '76511']
eau	['67071', '67071', '67071', '67387', '67390', '67558', '67558', '67558', '67558', '67558', '67939', '67939', '67939', '67939', '67939', '67939', '67939', '67939', '68275', '68383', '68387', '68390', '68883', '68884', '69182', '69182', '69537', '69540', '69542', '69812', '69813', '69816', '69818', '70746', '70916', '70916', '70916', '70918', '70918', '71363', '71621', '72392', '72392', '72394', '72397', '72397', '72397', '72397', '72397', '72399', '72399', '72399', '72399', '73183', '73190', '73433', '73434', '73434', '73685', '73685', '73688', '73688', '73688', '73688', '73688', '73688', '73875', '73880', '74170', '74750', '75458', '75460', '75460', '75462', '76210']
climat	['67071', '67071', '67939', '68275', '68645', '69177', '69533', '69533', '69533', '69533', '69538', '69813', '69816', '70745', '71838', '75463', '75463']
territoire	['67071', '67939', '68275', '68279', '68889', '69181', '69535', '69535', '69538', '69538', '69812', '69812', '71357', '71357', '72933', '72933', '72937', '74172', '74172', '74175', '74455', '74746', '75066', '76209']
constituer	['67071', '67387', '67390', '67558', '67795', '67797', '67937', '67941', '67944', '68277', '68280', '68387', '68389', '68390', '68638', '68642', '68882', '68885', '69178', '69179', '69183', '69537', '70162', '70163', '70167', '70420', '70425', '70425', '70426', '70746', '70919', '71357', '71612', '71836', '71836', '71842', '72114', '72114', '72119', '72393', '72397', '72634', '72940', '73188', '73432', '73434', '73683', '73683', '73684', '73684', '73878', '73879', '74167', '74167', '74449', '74453', '74454', '74454', '74454', '74746', '74747', '75065', '75065', '75070', '75459', '75465', '75789', '76213']
enjeu	['67071', '67388', '67938', '68275', '68275', '68283', '68383', '68385', '69535', '69820', '71358', '71621', '72392', '72392', '72398', '72399', '72938', '73183', '73188', '74176', '74457', '76208']
allenvi	['67071', '67071', '67071', '68275']
véritable	['67071', '67383', '67553', '67553', '67795', '67795', '67795', '67939', '67941', '68275', '68387', '68885', '69813', '70161', '70161', '70170', '70421', '70745', '71621', '71835', '72113', '72394', '72400', '72630', '72633', '72635', '72636', '73182', '73186', '73187', '73433', '73433', '73436', '73876', '74167', '74169', '74172', '74453', '74747', '75065', '75066', '75068', '75457', '75797', '76211']
défi	['67071', '67071', '67071', '67554', '67794', '67794', '67795', '67795', '67804', '68280', '68640', '68882', '69814', '70744', '70919', '71621', '72114', '72114', '72392', '72393', '72398', '73182', '73684', '73684', '73684', '73684', '73684', '74168', '74176', '74453', '74746', '75466', '75792', '75796', '76213', '76511', '76511']
relever	['67071', '67071', '67554', '67795', '68280', '68640', '69180', '69814', '70422', '70424', '70744', '70919', '71359', '71845', '72392', '72392', '73182', '73684', '73684', '73684', '73684', '74167', '74176', '75466', '76213']
décennie	['67071', '68383', '68387', '68645', '68881', '69533', '69533', '69537', '70424', '71614', '72633', '72635', '73434', '74167']
venir	['67071', '67389', '67556', '67556', '67558', '67796', '67798', '67799', '67802', '67802', '67939', '67939', '67940', '67942', '67942', '67943', '67944', '67945', '68274', '68274', '68274', '68274', '68277', '68277', '68280', '68383', '68384', '68385', '68387', '68387', '68388', '68638', '68638', '68638', '68641', '68642', '68642', '68643', '68643', '68643', '68643', '68882', '68882', '68882', '68883', '68883', '68886', '68887', '69183', '69183', '69533', '69533', '69533', '69535', '69535', '69536', '69536', '69542', '69812', '69814', '69815', '69816', '69816', '69820', '69821', '69821', '70161', '70161', '70162', '70162', '70162', '70163', '70166', '70421', '70421', '70421', '70422', '70423', '70424', '70426', '70429', '70746', '70753', '70916', '70916', '70916', '70916', '70916', '70917', '70919', '70920', '70922', '70922', '70923', '71357', '71358', '71360', '71361', '71362', '71612', '71614', '71616', '71619', '71621', '71621', '71835', '71835', '71837', '71838', '71839', '71840', '71840', '71840', '71841', '72113', '72113', '72114', '72117', '72119', '72393', '72394', '72394', '72394', '72394', '72394', '72629', '72630', '72630', '72631', '72632', '72633', '72634', '72634', '72934', '72935', '72935', '72940', '73182', '73182', '73186', '73188', '73189', '73430', '73432', '73433', '73683', '73683', '73683', '73685', '73685', '73686', '73687', '73688', '73690', '73875', '73876', '73877', '73877', '73878', '73881', '73882', '74167', '74168', '74169', '74173', '74174', '74449', '74449', '74450', '74450', '74451', '74452', '74453', '74455', '74456', '74744', '74744', '74746', '74749', '74749', '74752', '75068', '75070', '75466', '75795', '75796', '76207', '76207', '76213', '76213', '76213', '76509', '76510', '76510', '76511', '76513', '76514', '76515']
puisqu'il	['67071', '67383', '67391', '67939', '69812', '69813', '69819', '70162', '71359', '73182', '73431', '74168', '74450', '76511']
s'agira	['67071', '69534', '69534', '69534', '70920', '72118', '72392', '73183', '73876', '75793']
matière	['67071', '68273', '68274', '68279', '68280', '68385', '68392', '68638', '68638', '68639', '68645', '68881', '68882', '68882', '68882', '68882', '68882', '68882', '68882', '68882', '68885', '68886', '69183', '69534', '69534', '69534', '69534', '69534', '69536', '69817', '69821', '69821', '70161', '70420', '70424', '70424', '70424', '70920', '70920', '70920', '71357', '71357', '71358', '71612', '71621', '71836', '72114', '72118', '72632', '72632', '72634', '72637', '73188', '73432', '73434', '73688', '74167', '74449', '74450', '74750', '75066', '75790', '75792', '75792', '75792', '75792', '75794', '75797', '76206', '76208', '76209', '76516', '76516']
nourrir	['67071', '67385', '67794', '67794', '67794', '71358', '72398', '72932', '73182', '74457', '74749', '75458', '75460', '76209', '76213', '76213', '76213']
9	['67071', '67391', '67794', '67794', '67794', '68387', '68639', '68642', '68884', '69177', '69181', '69538', '70922', '72117', '72392', '73184', '73683', '73683', '73688', '73880', '74451', '74749', '75065', '75066', '75066', '75069', '75458', '75795', '76208', '76213', '76512']
milliard	['67071', '67794', '67794', '67794', '67794', '68383', '69538', '69540', '69811', '69813', '69815', '70424', '70914', '71360', '71840', '72114', '72392', '72934', '73878', '74746', '75795', '75795', '76213']
individus	['67071', '73432', '73877']
horizon	['67071', '67941', '67942', '69533', '69535', '69538', '70161', '71357', '71357', '71357', '71357', '71615', '72114', '72396', '73430', '73685', '73878', '74746', '74749', '75463', '75789', '76209']
2050	['67071', '67794', '67794', '67794', '69816', '71357', '71615', '71617', '74746', '75463']
concerner	['67071', '67385', '67387', '67388', '67555', '67555', '67556', '67937', '67939', '67942', '68273', '68279', '68279', '68279', '68383', '68889', '69178', '69186', '69186', '69533', '69533', '69535', '69536', '69536', '69813', '69815', '69816', '70162', '70169', '70428', '70914', '71360', '71361', '71615', '71617', '71621', '71835', '72393', '72393', '73182', '73187', '73431', '73431', '73683', '73875', '74167', '74745', '75464', '76213', '76511']
accès	['67071', '67387', '68275', '68279', '69817', '69821', '70420', '71357', '72630', '73437', '73879', '74452', '74747', '74747', '75793']
garantir	['67071', '67386', '67386', '68273', '71614', '71617', '72394', '72634', '73877', '76207']
plan	['67071', '67803', '67937', '68273', '68279', '68643', '69541', '70162', '70420', '70424', '70914', '71619', '72395', '72630', '72634', '72936', '72938', '72938', '73430', '73432', '74449', '75790', '75792', '75792', '75795', '76206']
mondial	['67071', '67383', '67391', '67557', '67795', '67796', '67798', '67937', '67939', '67941', '67943', '68383', '68383', '68383', '68638', '68881', '69179', '69181', '69533', '69538', '69811', '69812', '69814', '69820', '70164', '70170', '70917', '71360', '71363', '71614', '71840', '71840', '72117', '72393', '72633', '72933', '72933', '72934', '72935', '72935', '72938', '73186', '73435', '74453', '74744', '74744', '74745', '74745', '74746', '75068', '75465', '75466', '76211', '76515']
non	['67071', '67386', '67388', '67388', '67388', '67389', '67556', '67556', '67557', '67798', '67938', '67938', '67939', '68275', '68384', '68638', '68642', '68642', '68646', '68884', '68885', '69178', '69541', '69813', '69815', '69815', '69817', '69818', '69821', '70161', '70162', '70166', '70166', '70421', '70423', '70744', '70748', '70916', '71357', '72113', '72116', '72117', '72394', '72396', '72396', '72399', '72629', '72631', '72932', '72936', '73182', '73185', '73185', '73431', '73434', '73434', '73436', '73684', '73687', '73876', '73881', '74167', '74167', '74167', '74167', '74168', '74168', '74169', '74171', '74171', '74171', '74451', '74455', '74457', '74751', '75069', '75457', '75792', '75792', '75794', '76207', '76210', '76211', '76213', '76508', '76511', '76511', '76512']
